student_id,name,age,gender,email,phone,education_level,qualification,specialization,background,college_name,graduation_year,cgpa,backlogs,preferred_domain
STU00644,Ati Dewan,25,Female,atidewan277@gmail.com,9849530830,Postgraduate,MCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2025,7.36,No,DevOps
STU00645,Aryan Basak,28,Male,aryanbasak57@gmail.com,9652694084,Working Professional,MCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2024,8.6,No,Data Science
STU00646,Vidhi Baria,20,Female,vidhibaria664@gmail.com,9699996680,Undergraduate,B.Tech,Mechanical,No,"Jain University, Bengaluru",2026,6.97,No,Python
STU00647,Rohan Thaker,23,Male,rohanthaker962@gmail.com,9907751428,Undergraduate,B.Tech,Civil,No,Cochin University of Science and Technology,2025,7.45,No,Python
STU00648,Aadhya Subramanian,21,Male,aadhyasubramanian56@gmail.com,9168042141,Undergraduate,BCA,Computer Applications,Yes,"Christ University, Bengaluru",2026,8.78,No,Python
STU00649,Girish Dixit,24,Male,girishdixit636@gmail.com,9495293592,Postgraduate,M.Sc,Data Science,Yes,"Loyola College, Chennai",2026,7.3,No,Python
STU00650,Raagini Hayre,30,Male,raaginihayre184@gmail.com,9409637808,Working Professional,MCA,Computer Applications,Yes,"Model Engineering College, Kochi",2020,5.5,Yes,AI/ML
STU00651,Netra Bumb,23,Female,netrabumb155@gmail.com,9319318381,Undergraduate,B.Tech,IT,Yes,"Anna University, Chennai",2025,6.45,No,Python
STU00652,Veer Dutta,18,Male,veerdutta194@gmail.com,9167591527,12th,12th,Arts,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,6.56,No,Data Science
STU00653,Riya Yogi,30,Female,riyayogi335@gmail.com,9621997861,Working Professional,M.Tech,CSE,Yes,College of Engineering Trivandrum,2021,7.56,No,Python
STU00654,Vedhika Natarajan,20,Female,vedhikanatarajan809@gmail.com,9379180880,Undergraduate,B.Sc,Mathematics,No,Cochin University of Science and Technology,2026,6.63,No,Data Science
STU00655,Yuvraj Suresh,20,Male,yuvrajsuresh467@gmail.com,9278630985,Undergraduate,B.Tech,IT,Yes,Cochin University of Science and Technology,2026,7.3,No,Data Science
STU00656,Damini Viswanathan,17,Female,daminiviswanathan244@gmail.com,9225539035,12th,12th,Commerce,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.82,No,Python
STU00657,Gagan Babu,22,Male,gaganbabu725@gmail.com,9137247123,Undergraduate,B.Tech,ECE,No,"University of Kerala, Thiruvananthapuram",2026,8.0,No,Testing
STU00658,Charvi Varghese,23,Female,charvivarghese149@gmail.com,9591817492,Postgraduate,MCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2026,8.28,No,React
STU00659,Sanaya Prabhakar,25,Male,sanayaprabhakar588@gmail.com,9816065251,Working Professional,MBA,Business Administration,No,"Maharaja's College, Ernakulam",2025,7.34,No,Business Analytics
STU00660,Bhavya Koshy,20,Male,bhavyakoshy316@gmail.com,9126624066,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Kalamassery",2025,5.92,No,MEARN Stack
STU00661,Chakrika Devi,22,Female,chakrikadevi200@gmail.com,9726454737,Undergraduate,B.Tech,Civil,No,"Christ University, Bengaluru",2026,7.2,No,DevOps
STU00662,Gaurika Vala,23,Female,gaurikavala525@gmail.com,9523509129,Undergraduate,B.Sc,Computer Science,Yes,"University of Kerala, Thiruvananthapuram",2025,6.44,No,MEARN Stack
STU00663,Frado Balakrishnan,24,Female,fradobalakrishnan875@gmail.com,9559175471,Undergraduate,BCA,Computer Applications,Yes,"TKM College of Engineering, Kollam",2023,6.21,No,MEARN Stack
STU00664,Deepa Aggarwal,29,Female,deepaaggarwal426@gmail.com,9962950738,Working Professional,M.Tech,CSE,Yes,Indian Institute of Technology Madras,2021,8.29,No,AI/ML
STU00665,Adya Sodhi,20,Female,adyasodhi213@gmail.com,9425591954,Undergraduate,B.Tech,Civil,No,Rajagiri School of Engineering and Technology,2026,8.0,No,Business Analytics
STU00666,Yatan Mohan,20,Female,yatanmohan570@gmail.com,9596197535,Diploma,Diploma,Civil,No,"Model Polytechnic College, Vadakara",2026,6.94,No,React
STU00667,Chaaya Ray,16,Female,chaayaray843@gmail.com,9987177360,10th,10th,General,No,"Government Higher Secondary School, Tripunithura",2026,5.63,No,AI/ML
STU00668,Kiaan Venkataraman,22,Male,kiaanvenkataraman855@gmail.com,9783501986,Undergraduate,B.Tech,Mechanical,No,College of Engineering Trivandrum,2026,6.8,No,Python
STU00669,Rachit Manda,16,Female,rachitmanda123@gmail.com,9921110081,10th,10th,General,No,"Loyola School, Thiruvananthapuram",2026,8.14,No,Python
STU00670,Harita Tandon,23,Female,haritatandon838@gmail.com,9228402006,Undergraduate,BCA,Computer Applications,Yes,Indian Institute of Technology Madras,2024,8.04,No,Angular
STU00671,Pooja Acharya,21,Female,poojaacharya900@gmail.com,9844407003,Diploma,Diploma,ECE,No,"Government Polytechnic College, Palakkad",2024,7.78,No,Python
STU00672,Hardik Wadhwa,20,Female,hardikwadhwa199@gmail.com,9922961300,Undergraduate,B.Tech,ECE,No,"Model Engineering College, Kochi",2026,8.02,No,Business Analytics
STU00673,Kevin Thakkar,30,Female,kevinthakkar309@gmail.com,9391476850,Working Professional,M.Sc,Computer Science,Yes,"Maharaja's College, Ernakulam",2020,8.13,Yes,MERN Stack
STU00674,Wazir Mann,30,Female,wazirmann497@gmail.com,9542375728,Working Professional,MBA,Business Administration,No,"Jain University, Bengaluru",2020,8.38,No,Business Analytics
STU00675,Gabriel Radhakrishnan,26,Male,gabrielradhakrishnan707@gmail.com,9992726322,Postgraduate,MCA,Computer Applications,Yes,"Jain University, Bengaluru",2024,7.68,No,AI/ML
STU00676,Kashvi Naidu,26,Male,kashvinaidu135@gmail.com,9118660989,Working Professional,M.Sc,Data Science,Yes,"Maharaja's College, Ernakulam",2023,5.94,Yes,Data Science
STU00677,Vincent Deep,18,Female,vincentdeep727@gmail.com,9427152234,12th,12th,Science,No,"Chinmaya Vidyalaya, Thrissur",2026,8.34,No,Data Science
STU00678,Jacob Prabhu,21,Female,jacobprabhu81@gmail.com,9556130975,Undergraduate,B.Tech,IT,Yes,"Jain University, Bengaluru",2026,8.78,No,React
STU00679,Upma Srivastava,16,Female,upmasrivastava202@gmail.com,9215768032,10th,10th,General,No,"St. Thomas Higher Secondary School, Thrissur",2026,7.06,No,Python
STU00680,Onkar Luthra,30,Female,onkarluthra127@gmail.com,9746169210,Working Professional,M.Sc,Data Science,Yes,"Maharaja's College, Ernakulam",2019,6.92,No,MEARN Stack
STU00681,Anita Swaminathan,20,Male,anitaswaminathan972@gmail.com,9722503273,Undergraduate,BBA,Business Administration,No,Indian Institute of Technology Madras,2026,5.78,Yes,MERN Stack
STU00682,Isha Prabhakar,15,Female,ishaprabhakar593@gmail.com,9919527047,10th,10th,General,No,"Kendriya Vidyalaya No. 1, Kozhikode",2026,5.61,No,React
STU00683,Wyatt Basu,23,Male,wyattbasu102@gmail.com,9329797269,Postgraduate,MCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2026,5.87,Yes,Testing
STU00684,Shivansh Modi,21,Female,shivanshmodi855@gmail.com,9480987586,Undergraduate,B.Tech,ECE,No,Indian Institute of Technology Madras,2026,7.79,No,DevOps
STU00685,Anusha Sarkar,20,Female,anushasarkar533@gmail.com,9245934792,Diploma,Diploma,IT,Yes,"Government Polytechnic College, Palakkad",2026,6.89,No,Python
STU00686,Jatin Sharma,21,Male,jatinsharma754@gmail.com,9435014871,Undergraduate,B.Tech,Mechanical,No,Rajagiri School of Engineering and Technology,2026,9.24,No,AI/ML
STU00687,Ekaraj Keer,23,Male,ekarajkeer878@gmail.com,9174742261,Undergraduate,B.Tech,CSE,Yes,College of Engineering Trivandrum,2025,8.11,No,Python
STU00688,Bhavini Mohanty,23,Female,bhavinimohanty449@gmail.com,9661204449,Undergraduate,B.Tech,ECE,No,College of Engineering Trivandrum,2025,7.65,No,Data Science
STU00689,Faraj Ramesh,18,Female,farajramesh948@gmail.com,9281165175,12th,12th,Commerce,No,"Government Higher Secondary School, Tripunithura",2026,8.92,No,Python
STU00690,Warjas Nori,24,Female,warjasnori596@gmail.com,9737426805,Working Professional,MBA,Business Administration,No,"Anna University, Chennai",2025,8.97,No,UI/UX Design
STU00691,Yoshita Puri,19,Female,yoshitapuri524@gmail.com,9399456538,Diploma,Diploma,Mechanical,No,"Government Polytechnic College, Kozhikode",2026,7.28,No,Python
STU00692,Saumya Konda,25,Male,saumyakonda70@gmail.com,9634868281,Working Professional,M.Sc,Computer Science,Yes,"Christ University, Bengaluru",2024,7.79,No,Angular
STU00693,Patrick Sant,19,Female,patricksant779@gmail.com,9182159778,Diploma,Diploma,Mechanical,No,"Model Polytechnic College, Vadakara",2026,6.4,No,React
STU00694,Aadi Kade,20,Female,aadikade881@gmail.com,9680388580,Undergraduate,B.Tech,Civil,No,"University of Kerala, Thiruvananthapuram",2026,7.11,No,AI/ML
STU00695,Rajeshri Barman,22,Female,rajeshribarman874@gmail.com,9504088307,Undergraduate,BCA,Computer Applications,Yes,College of Engineering Trivandrum,2025,8.64,No,Python
STU00696,Yashica Nagy,21,Female,yashicanagy320@gmail.com,9868501922,Undergraduate,BCA,Computer Applications,Yes,"TKM College of Engineering, Kollam",2026,8.36,No,React
STU00697,Max Sha,23,Female,maxsha875@gmail.com,9267837613,Undergraduate,B.Tech,Mechanical,No,National Institute of Technology Calicut,2025,5.7,Yes,Data Science
STU00698,Forum Chand,23,Female,forumchand47@gmail.com,9237651619,Postgraduate,MBA,Business Administration,No,"Mahatma Gandhi University, Kottayam",2026,6.57,No,Business Analytics
STU00699,Gunbir Tara,17,Female,gunbirtara439@gmail.com,9470594501,10th,10th,General,No,"Bhavan's Vidya Mandir, Kochi",2026,7.48,No,Data Science
STU00700,Hemani Oommen,29,Female,hemanioommen313@gmail.com,9222912620,Working Professional,M.Tech,CSE,Yes,"University of Kerala, Thiruvananthapuram",2021,7.38,No,AI/ML
STU00701,Zinal Tandon,25,Female,zinaltandon528@gmail.com,9552230665,Undergraduate,B.Com,Commerce,No,Indian Institute of Technology Madras,2022,5.5,Yes,Python
STU00702,Matthew Panchal,26,Male,matthewpanchal501@gmail.com,9207435042,Working Professional,MBA,Business Administration,No,Indian Institute of Technology Madras,2024,5.87,Yes,React
STU00703,Damyanti Buch,23,Female,damyantibuch630@gmail.com,9421608113,Undergraduate,BCA,Computer Applications,Yes,College of Engineering Trivandrum,2025,5.5,Yes,Python
STU00704,Vamakshi Sharma,21,Female,vamakshisharma412@gmail.com,9963935915,Undergraduate,B.Sc,Mathematics,No,"Jain University, Bengaluru",2026,8.37,No,React
STU00705,Udarsh Sandhu,21,Male,udarshsandhu581@gmail.com,9960266563,Diploma,Diploma,ECE,No,"Model Polytechnic College, Vadakara",2024,7.65,No,Flutter
STU00706,Sarthak Kapur,25,Male,sarthakkapur425@gmail.com,9531967365,Undergraduate,B.Sc,Mathematics,No,"Maharaja's College, Ernakulam",2022,7.62,No,AI/ML
STU00707,Zilmil Buch,22,Male,zilmilbuch512@gmail.com,9328656334,Undergraduate,B.Tech,ECE,No,Rajagiri School of Engineering and Technology,2026,8.07,No,DevOps
STU00708,Ekaja Nath,20,Female,ekajanath206@gmail.com,9491136945,Undergraduate,B.Tech,CSE,Yes,"Government Engineering College, Thrissur",2026,6.83,No,Data Science
STU00709,Yatan Bhalla,21,Male,yatanbhalla209@gmail.com,9542852340,Undergraduate,B.Com,Commerce,No,Indian Institute of Technology Madras,2026,7.59,No,Python
STU00710,Xalak Das,16,Female,xalakdas252@gmail.com,9955820291,10th,10th,General,No,"Loyola School, Thiruvananthapuram",2026,8.19,No,Python
STU00711,Hamsini Pai,17,Female,hamsinipai30@gmail.com,9377451497,12th,12th,Arts,No,"Kendriya Vidyalaya No. 1, Kozhikode",2026,6.96,No,UI/UX Design
STU00712,Hamsini Solanki,25,Male,hamsinisolanki919@gmail.com,9190118660,Working Professional,MCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2025,6.8,No,Python
STU00713,Garima Mandal,22,Female,garimamandal674@gmail.com,9196965642,Undergraduate,BCA,Computer Applications,Yes,"Model Engineering College, Kochi",2025,7.73,No,Testing
STU00714,Nimrat Sen,23,Female,nimratsen509@gmail.com,9196903897,Undergraduate,B.Sc,Mathematics,No,"Jain University, Bengaluru",2024,6.55,Yes,Python
STU00715,Chakradhar Menon,25,Male,chakradharmenon434@gmail.com,9334084722,Working Professional,M.Sc,Data Science,Yes,Indian Institute of Technology Madras,2024,8.83,No,Python
STU00716,Eta Bawa,30,Female,etabawa972@gmail.com,9221291327,Working Professional,MBA,Business Administration,No,"Maharaja's College, Ernakulam",2020,6.98,No,MEARN Stack
STU00717,Xalak Nanda,30,Female,xalaknanda733@gmail.com,9494857051,Postgraduate,MBA,Business Administration,No,"Jain University, Bengaluru",2019,8.37,No,Business Analytics
STU00718,Tanvi Sem,20,Female,tanvisem566@gmail.com,9513057975,Undergraduate,BBA,Business Administration,No,"Madras Christian College, Chennai",2026,6.42,No,Data Science
STU00719,Chandresh Bhattacharyya,17,Female,chandreshbhattacharyya454@gmail.com,9517117581,10th,10th,General,No,"St. Thomas Higher Secondary School, Thrissur",2025,7.02,No,AI/ML
STU00720,Hamsini Agate,30,Female,hamsiniagate912@gmail.com,9272042677,Working Professional,MCA,Computer Applications,Yes,"Model Engineering College, Kochi",2020,6.41,No,Python
STU00721,Pranit Kumar,25,Female,pranitkumar799@gmail.com,9627950113,Working Professional,M.Tech,CSE,Yes,Cochin University of Science and Technology,2025,7.59,No,Data Science
STU00722,Saksham Gola,24,Female,sakshamgola617@gmail.com,9883006462,Postgraduate,M.Sc,Computer Science,Yes,"Mahatma Gandhi University, Kottayam",2025,6.8,No,Python
STU00723,Tanveer Balasubramanian,21,Male,tanveerbalasubramanian455@gmail.com,9949350526,Undergraduate,B.Tech,IT,Yes,"Government Engineering College, Thrissur",2026,6.96,No,PHP
STU00724,Urvi Golla,27,Female,urvigolla609@gmail.com,9836322083,Working Professional,M.Sc,Computer Science,Yes,"Jain University, Bengaluru",2022,8.17,No,AI/ML
STU00725,Tristan Sharaf,23,Male,tristansharaf847@gmail.com,9451736811,Postgraduate,M.Sc,Computer Science,Yes,"University of Kerala, Thiruvananthapuram",2026,7.67,No,Testing
STU00726,Yahvi Arora,17,Female,yahviarora971@gmail.com,9124663947,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,8.75,No,DevOps
STU00727,Xalak Talwar,19,Male,xalaktalwar719@gmail.com,9281200333,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2025,7.88,No,Python
STU00728,Dhriti Hayre,25,Female,dhritihayre943@gmail.com,9587165109,Postgraduate,MBA,Business Administration,No,"St. Xavier's College, Mumbai",2025,6.8,No,DevOps
STU00729,Om Narang,20,Male,omnarang765@gmail.com,9630609022,Undergraduate,BCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,6.8,No,AI/ML
STU00730,Deepa Kade,19,Female,deepakade298@gmail.com,9381105036,12th,12th,Science,No,"St. Joseph's Higher Secondary School, Kozhikode",2025,8.11,No,Testing
STU00731,Rayaan Lalla,25,Female,rayaanlalla137@gmail.com,9447082726,Postgraduate,M.Tech,CSE,Yes,"Mahatma Gandhi University, Kottayam",2025,7.64,No,React
STU00732,Ishaan Bassi,21,Female,ishaanbassi61@gmail.com,9155955489,Undergraduate,BBA,Business Administration,No,"University of Kerala, Thiruvananthapuram",2026,8.09,No,Business Analytics
STU00733,Sarthak Karan,24,Female,sarthakkaran260@gmail.com,9641747843,Diploma,Diploma,IT,Yes,"Government Polytechnic College, Palakkad",2020,6.43,No,Python
STU00734,Jacob Wable,30,Female,jacobwable348@gmail.com,9602602298,Working Professional,M.Sc,Data Science,Yes,"Christ University, Bengaluru",2017,8.16,No,Python
STU00735,Xiti Solanki,24,Male,xitisolanki512@gmail.com,9996364012,Undergraduate,B.Com,Commerce,No,"Anna University, Chennai",2023,5.5,Yes,Testing
STU00736,Ishaan Kannan,25,Male,ishaankannan321@gmail.com,9567910238,Postgraduate,MCA,Computer Applications,Yes,"Jain University, Bengaluru",2025,8.33,No,Flutter
STU00737,Ayush Murthy,18,Female,ayushmurthy194@gmail.com,9259580383,12th,12th,Arts,No,"St. Joseph's Higher Secondary School, Kozhikode",2026,7.86,No,Business Analytics
STU00738,Advay Mahal,16,Male,advaymahal453@gmail.com,9482810555,10th,10th,General,No,"St. Thomas Higher Secondary School, Thrissur",2026,6.99,No,AI/ML
STU00739,Pavani Dey,23,Male,pavanidey96@gmail.com,9318757401,Postgraduate,MBA,Business Administration,No,"Jain University, Bengaluru",2026,7.96,No,MERN Stack
STU00740,Waida Rajan,20,Female,waidarajan995@gmail.com,9104429962,Undergraduate,B.Tech,Civil,No,College of Engineering Trivandrum,2026,8.38,No,DevOps
STU00741,Nakul Bhavsar,30,Female,nakulbhavsar337@gmail.com,9127876667,Working Professional,MBA,Business Administration,No,"Anna University, Chennai",2020,8.02,No,UI/UX Design
STU00742,Chandran Dubey,25,Female,chandrandubey676@gmail.com,9615240484,Working Professional,M.Sc,Data Science,Yes,Cochin University of Science and Technology,2024,7.94,No,DevOps
STU00743,Krishna Shukla,30,Male,krishnashukla971@gmail.com,9885490692,Postgraduate,M.Sc,Data Science,Yes,"Maharaja's College, Ernakulam",2018,7.33,No,Testing
STU00744,Hamsini Dhawan,21,Female,hamsinidhawan561@gmail.com,9746705600,Undergraduate,BCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,7.12,Yes,MERN Stack
STU00745,Urvi Dey,21,Male,urvidey398@gmail.com,9936973744,Undergraduate,BCA,Computer Applications,Yes,"Jain University, Bengaluru",2026,7.64,No,AI/ML
STU00746,Idika Bhardwaj,30,Male,idikabhardwaj702@gmail.com,9748017800,Working Professional,MBA,Business Administration,No,"University of Kerala, Thiruvananthapuram",2020,7.31,No,Data Science
STU00747,Gayathri Thakur,22,Male,gayathrithakur275@gmail.com,9704577929,Undergraduate,B.Tech,Civil,No,"Jain University, Bengaluru",2026,7.19,No,DevOps
STU00748,Vasudha Ramakrishnan,22,Female,vasudharamakrishnan350@gmail.com,9597706044,Undergraduate,B.Tech,CSE,Yes,"Jain University, Bengaluru",2026,7.65,No,MEARN Stack
STU00749,Zarna Nagi,22,Female,zarnanagi480@gmail.com,9569606919,Diploma,Diploma,IT,Yes,"Government Polytechnic College, Thrissur",2023,6.22,No,Python
STU00750,Lucky Bath,20,Female,luckybath49@gmail.com,9691625661,Diploma,Diploma,ECE,No,"Government Polytechnic College, Kozhikode",2025,9.71,No,React
STU00751,Meera Deshpande,24,Male,meeradeshpande738@gmail.com,9710398824,Postgraduate,M.Sc,Data Science,Yes,"University of Kerala, Thiruvananthapuram",2025,5.5,Yes,Testing
STU00752,Lopa Cherian,22,Male,lopacherian806@gmail.com,9295644490,Undergraduate,B.Com,Commerce,No,"Madras Christian College, Chennai",2025,6.75,No,Business Analytics
STU00753,Unni Kumar,21,Female,unnikumar687@gmail.com,9583127884,Undergraduate,B.Tech,Mechanical,No,Indian Institute of Technology Madras,2026,9.6,No,Python
STU00754,Irya Mukhopadhyay,30,Female,iryamukhopadhyay690@gmail.com,9214171676,Working Professional,M.Sc,Computer Science,Yes,"St. Xavier's College, Mumbai",2019,6.67,No,Angular
STU00755,Aadi Palan,24,Female,aadipalan415@gmail.com,9806218351,Postgraduate,M.Tech,CSE,Yes,College of Engineering Trivandrum,2026,5.63,Yes,React
STU00756,Pranav Hegde,16,Female,pranavhegde196@gmail.com,9220165132,10th,10th,General,No,"St. Thomas Higher Secondary School, Thrissur",2026,7.41,No,React
STU00757,Abhiram Dugar,23,Male,abhiramdugar248@gmail.com,9567924311,Postgraduate,MBA,Business Administration,No,"Anna University, Chennai",2026,6.38,Yes,Data Science
STU00758,Zayyan Raju,25,Male,zayyanraju157@gmail.com,9893260250,Working Professional,M.Sc,Data Science,Yes,"Loyola College, Chennai",2024,7.19,Yes,Python
STU00759,Ishanvi Keer,17,Female,ishanvikeer854@gmail.com,9520620533,12th,12th,Commerce,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.82,No,Data Science
STU00760,Divya Basak,17,Female,divyabasak500@gmail.com,9529153534,10th,10th,General,No,"Kendriya Vidyalaya No. 1, Kozhikode",2026,5.77,No,Data Science
STU00761,Jonathan Sampath,24,Male,jonathansampath66@gmail.com,9387600528,Postgraduate,MCA,Computer Applications,Yes,"Government Engineering College, Thrissur",2026,6.68,No,MEARN Stack
STU00762,Gauri Memon,25,Male,gaurimemon353@gmail.com,9570417771,Undergraduate,B.Sc,Mathematics,No,"Sacred Heart College, Thevara",2020,7.62,No,AI/ML
STU00763,Finn Sehgal,20,Male,finnsehgal905@gmail.com,9415029454,Undergraduate,B.Tech,ECE,No,"Anna University, Chennai",2026,6.71,No,Data Science
STU00764,Maya Doctor,21,Male,mayadoctor213@gmail.com,9403286126,Undergraduate,B.Tech,Mechanical,No,College of Engineering Trivandrum,2026,8.45,No,Business Analytics
STU00765,Bhavini Banerjee,21,Female,bhavinibanerjee813@gmail.com,9546659806,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Thrissur",2024,8.12,No,MERN Stack
STU00766,Wazir Toor,18,Male,wazirtoor881@gmail.com,9640606355,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,7.82,No,PHP
STU00767,Gaurav Memon,25,Male,gauravmemon265@gmail.com,9465420342,Postgraduate,M.Sc,Data Science,Yes,"Jain University, Bengaluru",2025,7.4,No,Python
STU00768,Saanvi Kibe,24,Male,saanvikibe52@gmail.com,9570112847,Postgraduate,M.Sc,Computer Science,Yes,"University of Kerala, Thiruvananthapuram",2025,6.6,No,MERN Stack
STU00769,Pahal Viswanathan,26,Female,pahalviswanathan576@gmail.com,9145064341,Working Professional,MCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2025,7.8,No,Python
STU00770,Darpan Magar,30,Male,darpanmagar519@gmail.com,9635143260,Working Professional,M.Tech,CSE,Yes,College of Engineering Trivandrum,2020,7.87,No,Angular
STU00771,Warda Chacko,21,Male,wardachacko993@gmail.com,9546407987,Undergraduate,B.Tech,Civil,No,Indian Institute of Technology Madras,2026,6.92,No,Data Science
STU00772,Sathvik Bumb,20,Male,sathvikbumb773@gmail.com,9545612096,Undergraduate,BCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2026,6.08,No,MEARN Stack
STU00773,Kevin Raghavan,20,Male,kevinraghavan822@gmail.com,9560445025,Undergraduate,BCA,Computer Applications,Yes,"Model Engineering College, Kochi",2026,5.53,Yes,Data Science
STU00774,Ekansh Wali,22,Male,ekanshwali87@gmail.com,9463250759,Undergraduate,BBA,Business Administration,No,"Madras Christian College, Chennai",2025,7.86,No,Python
STU00775,Ekantika Kannan,18,Female,ekantikakannan925@gmail.com,9716926164,12th,12th,Science,No,"Bhavan's Vidya Mandir, Kochi",2026,9.23,No,AI/ML
STU00776,Ayushman Bandi,30,Male,ayushmanbandi761@gmail.com,9436827691,Postgraduate,MCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2017,5.97,Yes,AI/ML
STU00777,Omya Tiwari,23,Male,omyatiwari414@gmail.com,9579091840,Undergraduate,B.Tech,Mechanical,No,"Model Engineering College, Kochi",2026,7.3,No,Python
STU00778,Urmi Borra,30,Female,urmiborra203@gmail.com,9423766892,Working Professional,MCA,Computer Applications,Yes,"Model Engineering College, Kochi",2018,6.64,No,MEARN Stack
STU00779,Omaja Chanda,21,Female,omajachanda219@gmail.com,9199664255,Undergraduate,B.Tech,Civil,No,"Christ University, Bengaluru",2026,6.25,Yes,DevOps
STU00780,Vritti Sharaf,27,Female,vrittisharaf793@gmail.com,9426355333,Working Professional,MCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2023,8.89,No,Data Science
STU00781,Teerth Basak,25,Male,teerthbasak127@gmail.com,9151252777,Undergraduate,B.Tech,ECE,No,College of Engineering Trivandrum,2023,6.75,No,DevOps
STU00782,Gautam Ramaswamy,20,Male,gautamramaswamy732@gmail.com,9774035360,Undergraduate,B.Tech,Civil,No,Rajagiri School of Engineering and Technology,2026,7.23,No,DevOps
STU00783,Ethan Koshy,23,Female,ethankoshy689@gmail.com,9250293240,Undergraduate,B.Tech,IT,Yes,"University of Kerala, Thiruvananthapuram",2025,6.96,No,MEARN Stack
STU00784,Tara Kohli,20,Female,tarakohli849@gmail.com,9542438495,Diploma,Diploma,ECE,No,"Government Polytechnic College, Palakkad",2025,7.77,No,MERN Stack
STU00785,Jeevika Malhotra,22,Male,jeevikamalhotra539@gmail.com,9532453497,Undergraduate,B.Tech,Mechanical,No,"TKM College of Engineering, Kollam",2026,7.17,No,UI/UX Design
STU00786,Kashvi Bhargava,23,Male,kashvibhargava997@gmail.com,9547666960,Postgraduate,MBA,Business Administration,No,"Anna University, Chennai",2026,7.53,No,Python
STU00787,Riya Balasubramanian,25,Male,riyabalasubramanian218@gmail.com,9589016791,Undergraduate,B.Tech,Mechanical,No,"Mahatma Gandhi University, Kottayam",2021,8.18,No,MEARN Stack
STU00788,Upma Bahl,23,Male,upmabahl42@gmail.com,9661328067,Undergraduate,BA,English,No,Cochin University of Science and Technology,2024,6.93,Yes,UI/UX Design
STU00789,Omaja Kapadia,20,Female,omajakapadia803@gmail.com,9733104213,Undergraduate,BCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,6.69,No,React
STU00790,Ojasvi Ratti,17,Male,ojasviratti892@gmail.com,9147977445,12th,12th,Science,No,"St. Thomas Higher Secondary School, Thrissur",2026,8.51,No,Data Science
STU00791,Shivansh Comar,30,Female,shivanshcomar621@gmail.com,9242603228,Working Professional,M.Sc,Data Science,Yes,"Mahatma Gandhi University, Kottayam",2019,6.55,No,Data Science
STU00792,Hiral Babu,22,Male,hiralbabu420@gmail.com,9515790548,Undergraduate,B.Sc,Mathematics,No,"Sacred Heart College, Thevara",2025,7.12,No,Testing
STU00793,Nandini Dube,22,Male,nandinidube91@gmail.com,9277827512,Undergraduate,B.Tech,Civil,No,"Model Engineering College, Kochi",2026,7.63,No,Python
STU00794,Umang Sethi,24,Female,umangsethi776@gmail.com,9156773435,Postgraduate,MCA,Computer Applications,Yes,College of Engineering Trivandrum,2026,5.63,Yes,MEARN Stack
STU00795,Indira Madan,22,Male,indiramadan986@gmail.com,9120372732,Undergraduate,B.Com,Commerce,No,"University of Kerala, Thiruvananthapuram",2026,7.47,No,Angular
STU00796,Chaitaly Kapadia,22,Male,chaitalykapadia604@gmail.com,9148300820,Undergraduate,B.Tech,CSE,Yes,"University of Kerala, Thiruvananthapuram",2026,5.95,Yes,React
STU00797,Om Sule,20,Male,omsule392@gmail.com,9376142554,Diploma,Diploma,Civil,No,"Government Polytechnic College, Kozhikode",2026,6.91,No,Angular
STU00798,Bina Nagy,18,Female,binanagy61@gmail.com,9759787964,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Kozhikode",2026,7.46,No,DevOps
STU00799,Samar Gour,29,Female,samargour332@gmail.com,9376954836,Working Professional,M.Tech,CSE,Yes,"Government Engineering College, Thrissur",2021,7.19,No,Data Science
STU00800,Udyati Shah,18,Male,udyatishah276@gmail.com,9165103088,12th,12th,Science,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.96,No,Python
STU00801,Champak Vig,22,Male,champakvig568@gmail.com,9729398143,Undergraduate,B.Tech,Civil,No,"Anna University, Chennai",2026,5.5,Yes,Flutter
STU00802,Yoshita Virk,26,Female,yoshitavirk652@gmail.com,9637335173,Working Professional,M.Sc,Data Science,Yes,"Mahatma Gandhi University, Kottayam",2023,6.98,No,AI/ML
